PHI,log10.PHI,Std.Error,log10.Std.Error,0.025,0.975,log10.0.025,log10.0.975
1.07325685024261,0.0272465348243713,0.000139249873102189,5.43095822524538e-05,0.849622255563736,1.37770072321097,-0.0707741211813017,0.139154750925586
1.2849053144455,0.105670012533665,0.000152560721458139,5.38945311441053e-05,1.04596688052018,1.62895064453284,0.0195178972215058,0.211907925282216
1.56367766857147,0.189518555998802,0.000199300851920542,7.03749544872337e-05,1.27276724676291,1.96923554042975,0.104748554928233,0.294297537419552
0.648895919322968,-0.199331074953079,0.000132539243644593,0.000108117870284551,0.317114016910394,0.874354096253713,-0.498785095409386,-0.0583134019699239
0.824559807777405,-0.093327134847641,0.000150283447073069,9.96828369317586e-05,0.39868040556709,1.07935693959395,-0.399376680988688,0.0331650636374551
0.461019724607468,-0.375680893659592,0.000207982693082256,0.000189777735233031,0.15746564604342,0.888060311973095,-0.80282321898368,-0.0515575384416309
0.69037789106369,-0.179915651679039,0.000197481000052745,0.000132773835500607,0.33779619410634,1.10130600730578,-0.471345394023311,0.0419073322483681
1.68463790416718,0.223454058170319,0.000173295926185441,5.86710598662957e-05,1.47998455365499,2.09815879662832,0.17025712457599,0.321838353448993
1.19464445114136,0.0694632902741432,0.000239975502904736,8.08424929719069e-05,0.833420252799988,1.85366637806098,-0.0791390402805189,0.268031560802322
1.35845983028412,0.122842773795128,0.000343844704153513,8.87272487528862e-05,0.96110961685578,2.28743125995,-0.0172270950609474,0.359348033827421
1.65803670883179,0.211289674043655,0.00037959237261009,7.95526798048898e-05,1.2658340682586,2.82171047329902,0.102376778059276,0.450496217693507
2.72695708274841,0.429205685853958,0.000524457762760345,7.14791194359606e-05,2.15910404721896,4.46244412263234,0.334273568582522,0.649572144111053
1.40662860870361,0.144117832183838,0.000197037404302307,5.89135127213274e-05,1.09280434846878,1.89551683962345,0.0385423870030145,0.277723482938941
0.505349278450012,-0.315483748912811,0.000130886309968921,0.000141138529911157,0.20011482561628,0.75064090937376,-0.698725243644562,-0.124567782233505
0.291012197732925,-0.569870591163635,0.00011365894952022,0.000185603845784509,0.092867338595291,0.470422228674094,-1.03221566717708,-0.327512539105729
0.526591300964355,-0.298621863126755,0.000135484107047938,0.000148881861980179,0.205071827645103,0.757448875904083,-0.688094742948214,-0.120646674727292
1.09333682060242,0.0220231972634792,0.000198167382770247,0.000157757012366306,0.727617391447226,1.38597488204638,-0.138119460303244,0.141755269397001
0.680528342723846,-0.170761674642563,8.46915880893381e-05,5.73671134964877e-05,0.505303047100703,0.830780146022638,-0.296448142429441,-0.080514144582601
0.637755930423737,-0.200955018401146,9.50571808906932e-05,7.32373617489804e-05,0.410939370592435,0.800837269425392,-0.386223016581689,-0.0964559638609027
0.949338972568512,-0.0303921066224575,0.000141840903484931,9.70688366921681e-05,0.710546934604645,1.18231569627921,-0.148407255756142,0.0727334421902219
0.833581328392029,-0.0848359614610672,0.000131168122240723,7.29009531182104e-05,0.586195513109366,1.09926476677259,-0.231957834910453,0.0411022822951473
1.03501200675964,0.0125307543203235,0.000102732562096269,4.7655340678498e-05,0.835209382573764,1.23005541364352,-0.0782046741873834,0.0899245953321123
1.26403117179871,0.0945085510611534,0.000230991739967597,7.98126594690105e-05,0.851942622661591,1.77448674241702,-0.0695898029385567,0.249072321842628
1.39896476268768,0.143306657671928,0.000144429693111342,4.89540716905249e-05,1.22650062541167,1.78021549979846,0.0886677210324844,0.250472108540542
0.984971940517426,-0.0108138499781489,0.000133973662557064,6.19292555708901e-05,0.729992967844009,1.27075640559196,-0.136682233367935,0.104061206015846
0.700298249721527,-0.174786150455475,0.000159918608788185,0.000162983279554306,0.298223559806744,0.974760962526003,-0.525492059731745,-0.011103824571973
1.7262305021286,0.23396210372448,0.000222072010486724,5.11224407826869e-05,1.54724957545598,2.40655493736267,0.189560306108333,0.381395780295998
0.929811537265778,-0.0373990871012211,0.000148211030362141,7.22423786714833e-05,0.634412449101607,1.23683446745078,-0.197628324569436,0.0923112988974548
2.11210799217224,0.31868439912796,0.000362479627793165,7.19498844172889e-05,1.58415859043598,3.01015329360962,0.199798651740257,0.478588387360928
1.54801714420319,0.183915421366692,0.000257956493509352,7.12903101041134e-05,1.11879199345907,2.13460807800293,0.0487492958632038,0.329318068046511
1.22111618518829,0.0808023139834404,0.000152743719259022,8.57556488922801e-05,1.0347866098086,1.45352891484896,0.0148481668150843,0.162423662569332
3.71072173118591,0.561494112014771,0.00082725691731415,7.77341962457643e-05,2.96359553734461,6.40150431394577,0.471818908359058,0.806281192751544
0.630869209766388,-0.210405319929123,0.000126986139846372,9.99795449466283e-05,0.335424107561509,0.877580293019612,-0.474418642196991,-0.0567154884277792
1.49857640266418,0.169160172343254,0.000283413092288866,7.27717582510941e-05,1.12526835501194,2.21701611677806,0.0512557338267311,0.345765006617526
2.35031533241272,0.365235894918442,0.000417320711677524,6.93323611290783e-05,1.789866010348,3.65233971277873,0.252820276938,0.562567219995495
1.62372469902039,0.20500522851944,0.000226090333829747,7.67647794662969e-05,1.26422942678134,2.08756263256073,0.101825870586441,0.319639332677337
0.483921527862549,-0.329322695732117,0.000105883440927923,0.000123388508689782,0.218257311855753,0.677507591744264,-0.66103616033777,-0.169085929522195
0.545701086521149,-0.291576951742172,0.000173664460660995,0.000175002806291899,0.187755527471503,0.889034519592921,-0.726477544858491,-0.0510816980627147
1.39858484268188,0.139501288533211,0.000237058386120048,7.36032898555136e-05,0.970946284135183,1.92797031005224,-0.0128073525970832,0.285100233890704
1.88069820404053,0.269332855939865,0.000294060630609973,6.51389251747066e-05,1.40291078786055,2.58350603580475,0.147029116707384,0.412209052269286
2.07704019546509,0.313684016466141,0.000297128004883788,5.50335489811792e-05,1.76036707858245,3.0081517080466,0.245603234148618,0.478299721291194
1.56738817691803,0.191470742225647,0.000195046806815827,5.9281673933111e-05,1.24453873733679,1.9940787255764,0.0950081480408271,0.299742300072912
0.915665030479431,-0.048460878431797,0.000186727252670844,9.87540670580468e-05,0.529728642106056,1.2830871740977,-0.27594948217323,0.108255961809543
1.85140907764435,0.262291312217712,0.000286940661314689,6.78083898577615e-05,1.38768575489521,2.53180491526922,0.142291126385303,0.403430174801452
1.78271770477295,0.245777636766434,0.000288191527073557,6.72670939470076e-05,1.31383115649223,2.47620030244192,0.118539553668165,0.393785772209768
2.61778354644775,0.411307454109192,0.000491730992977241,7.36692060389635e-05,1.97416206896305,4.02607944011688,0.295382712878479,0.604881056645152
2.70666313171387,0.424218714237213,0.000594060239551785,8.03298598760498e-05,2.03108622034391,4.47619924147924,0.307728328939958,0.650909371138191
