PHI,log10.PHI,Std.Error,log10.Std.Error,0.025,0.975,log10.0.025,log10.0.975
1.21840023994446,0.0823615938425064,0.000151650901212366,5.49694905746239e-05,0.913999974230925,1.51200574636459,-0.0390546836211125,0.179553418078678
0.944174885749817,-0.0273789223283529,9.92433329788403e-05,4.62191012790219e-05,0.756586594382922,1.14583967824777,-0.121141406512042,0.0591238537843005
0.776312947273254,-0.113473281264305,9.72518941846802e-05,5.57811325803958e-05,0.582471851507823,0.964178299407164,-0.234726292624621,-0.0158426773922153
0.621819674968719,-0.211865618824959,9.75460813897312e-05,7.01748208644603e-05,0.438238640377919,0.817395068705082,-0.358289412619128,-0.087567994389531
0.676791071891785,-0.174592927098274,0.000101101153005377,6.71505796103022e-05,0.478714336206516,0.870830466846625,-0.319924897968589,-0.0600664139578472
0.535999953746796,-0.27881732583046,0.00010125508918158,8.44329509141476e-05,0.338200485457977,0.751245668033759,-0.470825818422475,-0.124218031488778
0.574498236179352,-0.247773990035057,0.000101740131562738,7.9503536234375e-05,0.387812611460686,0.782863685985406,-0.411378180838687,-0.10633143514458
1.2386029958725,0.0914504081010818,0.000101913071763182,3.60052686507806e-05,1.03797883888086,1.4393590281407,0.0161882017577384,0.158168771101154
0.473746091127396,-0.332734674215317,8.92856512750676e-05,8.68861469700518e-05,0.294951602568229,0.648399488131205,-0.530250359954722,-0.188158557975287
1.09702157974243,0.0389111638069153,8.48246143910674e-05,3.37379400270932e-05,0.931729933122794,1.26904022097588,-0.0307100613958793,0.103475386847302
2.03387689590454,0.307635754346848,0.000114381328072877,2.45180775270856e-05,1.81867134372393,2.27379952470462,0.259754220837076,0.35675208463289
2.08762526512146,0.319172918796539,9.82200844170674e-05,2.0422127084455e-05,1.90468732019265,2.28999847173691,0.279823559797621,0.359835188023783
1.3892410993576,0.14112451672554,0.000120417111915977,3.80823595249232e-05,1.15811688899994,1.62659644981225,0.0637522192964711,0.211279812982858
1.90500581264496,0.279066443443298,0.000117635391553409,2.68969453955377e-05,1.68545827567577,2.14389724930127,0.226717997792873,0.331203966761937
3.30747079849243,0.519013583660126,0.000156178827765509,2.04797763145353e-05,3.00048352281253,3.62592036128044,0.477191234303445,0.559418252361345
0.907824099063873,-0.0450646281242371,0.000106853712196813,5.19734447760617e-05,0.702787836889426,1.11755735178788,-0.153176092234909,0.0482698185712959
1.54679799079895,0.186771914362907,0.000169936300081967,4.83859617665721e-05,1.20777645011743,1.89566114246845,0.0819861599848551,0.277760704771809
1.72700905799866,0.235147744417191,0.000170816870706404,4.33857217528865e-05,1.40679638485114,2.0689368724823,0.148231121149529,0.315747233432737
0.964453756809235,-0.0183520633727312,0.000105428339139352,4.8113867916635e-05,0.76418198744456,1.17737750411034,-0.116804798428854,0.0709149350402824
0.753492951393127,-0.134191572666168,0.000166905503333657,0.000101018406482293,0.436607052882512,1.10210484365622,-0.359910355610545,0.0422226226909824
0.838997960090637,-0.0899361595511436,0.000205477090310936,0.000111693902353581,0.471042657146851,1.27764185369015,-0.326942402090181,0.106407360130497
0.564500689506531,-0.258631736040115,0.000120673345855172,9.61231967731467e-05,0.343658159673214,0.806560756762822,-0.463873372393995,-0.0933672257138576
0.347025454044342,-0.471046060323715,7.7915378322868e-05,0.000101318740844008,0.209376154467463,0.500216839214166,-0.679072854704479,-0.300841755807272
2.335200548172,0.36787024140358,0.000106810036785134,1.98730534066136e-05,2.12476195494334,2.55444192488988,0.327310267841104,0.407296033105363
1.32853162288666,0.12209440022707,0.000101831327962497,3.33747129083057e-05,1.14028649628162,1.52878680129846,0.057013875307789,0.18434690356144
