aap-1,19.4
aat-1,26
aat-2,21.6
aat-3,83.6
aat-4,1.46
aat-5,9.1
aat-6,1.76
aat-7,0.8
aat-8,0.74
aat-9,13.2
abf-1,0.38
abf-2,3.68
abf-3,0
abf-4,0.12
abf-5,13.02
abf-6,5.08
abl-1,26.6
abt-1,0.42
abt-2,3.36
abt-3,0
abt-4,2.24
abt-5,0.52
abu-1,0.2
abu-2,2.8
abu-3,0
abu-4,0
abu-5,0
abu-6,0
abu-7,0.2
abu-8,2.6
abu-9,0
abu-10,2.54
abu-11,5.14
ace-1,1.7
ace-2,11
ace-3,17.5
ace-4,1.7
acn-1,66.8
aco-1,65.6
aco-2,130
acr-2,1.98
acr-3,0.86
acr-5,2.28
acr-6,1.2
acr-7,1.38
acr-8,7.6
acr-9,0.24
acr-10,1.36
acr-11,2.14
acr-12,0.82
acr-14,1.36
acr-15,2.92
acr-16,4.4
acr-17,0.66
acr-18,0.92
acr-19,2.16
acr-20,1.96
acr-21,1.4
lgc-11,1.76
acr-23,2.42
act-1,262.8
act-2,356.6
act-3,289.2
act-4,1653.6
act-5,262.4
acy-1,16.1
acy-2,0.44
acy-3,5
acy-4,3.28
add-1,3.98
add-2,31
adm-2,12.6
adm-4,4.2
adr-1,34
adr-2,39
ads-1,52
adt-1,1.2
adt-2,9.56
aex-1,1.36
aex-2,0.58
aex-3,13.34
aex-5,3.92
aex-6,12.4
age-1,8.8
ags-3,20.8
agt-1,23.6
agt-2,14.8
aha-1,33.8
ahr-1,5.72
aip-1,25.6
air-1,46.2
air-2,41.2
ajm-1,87.2
aka-1,26.4
akt-1,79.2
akt-2,17.4
alg-1,126.4
alg-2,56.6
alh-1,58
alh-2,0
alh-3,53.2
alh-4,46.8
alh-5,7.4
alh-6,24.6
alh-7,11.6
alh-8,177
alh-9,57
alh-10,13
alh-11,9.2
alh-12,25.6
aly-1,139.6
aly-2,87.2
aly-3,116
ama-1,44.4
amt-1,2.82
amt-2,2.08
amt-3,2.06
amt-4,13.08
amx-1,13.4
amx-2,9.58
amx-3,5.3
anc-1,6.3
aos-1,44.6
apc-2,11.8
apc-10,12
apc-11,76.4
ape-1,60.6
aph-1,27.2
aph-2,23.4
apl-1,307.8
apm-1,52
apn-1,16.6
app-1,22.4
aps-2,95.6
apg-1,42.6
aps-1,87
apb-1,57.8
apa-2,53.4
apd-3,14.4
apb-3,34.6
apm-3,38
aps-3,52
apt-9,2.4
apx-1,4.6
aqp-1,7.72
aqp-2,977.6
aqp-3,1.4
aqp-4,15.2
aqp-5,1.7
aqp-6,3.08
aqp-7,38
aqp-8,5.76
aqp-9,3.08
aqp-10,107.8
aqp-11,49.4
arc-1,16
ard-1,113.4
arf-1.2,415.2
arf-3,560.6
arf-6,35.8
arg-1,0.08
ark-1,19.8
arl-1,49.8
arl-3,1.38
arl-5,26.8
arf-1.1,1.32
arl-7,1.42
arl-8,89
arl-6,6.12
arr-1,30
aars-1,6
aars-2,44
art-1,119.4
arx-1,34.2
arx-2,59.2
arx-3,58.4
exos-4.2,18.4
arx-5,62.4
arx-6,93.8
arx-7,50
asb-1,58.2
asb-2,258.2
trip-4,17
asg-1,254
asg-2,242.6
asm-1,11.6
asm-2,8.2
asm-3,5
asp-1,460.88
asp-2,67.84
asp-3,137.26
asp-4,170.6
asp-5,153.26
asp-6,172.82
atf-2,64.4
atf-5,101.4
atf-6,19.8
atf-7,78.6
atgp-1,90.8
atgp-2,24.8
atl-1,7.4
atm-1,5.4
atn-1,56
atp-2,711.4
atp-3,328.2
atx-2,57.8
avr-14,7.96
avr-15,10.46
baf-1,277.8
bag-1,45.6
bam-2,24.2
bar-1,10.9
bas-1,7.94
pah-1,34
bbs-1,2.1
bbs-2,1.76
bbs-8,0.46
bca-1,8
bcc-1,6.8
bec-1,33.4
ben-1,47.2
bir-1,132.6
bir-2,14
bli-1,25.02
bli-2,1.98
bli-3,16.4
bli-4,31.6
bli-5,1.08
bli-6,92.24
bmk-1,35.6
bpl-1,6
bra-1,38.8
F23H11.5,506.4
brc-1,13.2
brd-1,17.8
bre-1,41.6
bre-2,2.56
bre-3,31.6
bre-4,8.8
bre-5,11.4
brf-1,15.6
bro-1,7.6
brp-1,298.4
btf-1,5.6
bub-1,35
byn-1,97.6
cab-1,106
cah-1,11.2
cah-2,6
cah-3,31
cah-4,54.2
cah-5,19
cah-6,2.8
cal-1,4.46
cal-2,14.66
cal-3,2.62
cal-4,2.38
cam-1,77.4
cap-1,105.4
cap-2,140.8
cas-1,28.8
